Error type,Prerequisite,Required by,Course with redundant prereq
Redundant prereq,CGS 103,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 104,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 105,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 106,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 107,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 108,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 109B,"CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 111,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 112,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 113,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 114,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 187 → ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 187 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
Redundant prereq,CGS 115,"CGS 100A → CGS 100B → CGS 100A, CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, ETHN 165 → ETHN 150 → ETHN 147 → ETHN 137 → CGS 165 → CGS 150 → CGS 147 → CGS 137 → CGS 125 → CGS 126 → CGS 124 → CGS 123 → CGS 122 → CGS 121 → CGS 100A → CGS 100B → CGS 100A, CGS 100B → CGS 100A",CGS 100A
